image_name,image_path,label,is_test,is_augmented,fold
aug_0_BG-39-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_0_BG-39-img-3.jpg,BG,False,True,1
aug_100_BG-48-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_100_BG-48-img-2.jpg,BG,False,True,3
aug_101_BG-11-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_101_BG-11-img-1.jpg,BG,False,True,2
aug_102_BG-57-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_102_BG-57-img-1.jpg,BG,False,True,1
aug_103_BG-48-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_103_BG-48-img-1.jpg,BG,False,True,2
aug_104_BG-54-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_104_BG-54-img-3.jpg,BG,False,True,1
aug_105_BG-20-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_105_BG-20-img-2.jpg,BG,False,True,1
aug_106_BG-59-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_106_BG-59-img-2.jpg,BG,False,True,2
aug_107_BG-61-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_107_BG-61-img-2.jpg,BG,False,True,2
aug_108_BG-17-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_108_BG-17-img-1.jpg,BG,False,True,2
aug_109_BG-46-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_109_BG-46-img-2.jpg,BG,False,True,4
aug_10_BG-43-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_10_BG-43-img-3.jpg,BG,False,True,2
aug_110_BG-13-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_110_BG-13-img-1.jpg,BG,False,True,1
aug_111_BG-55-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_111_BG-55-img-2.jpg,BG,False,True,0
aug_112_BG-4-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_112_BG-4-img-3.jpg,BG,False,True,4
aug_113_BG-70-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_113_BG-70-img-1.jpg,BG,False,True,4
aug_114_BG-8-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_114_BG-8-img-2.jpg,BG,False,True,3
aug_115_BG-27-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_115_BG-27-img-2.jpg,BG,False,True,3
aug_116_BG-48-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_116_BG-48-img-3.jpg,BG,False,True,4
aug_117_BG-2-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_117_BG-2-img-3.jpg,BG,False,True,4
aug_118_BG-26-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_118_BG-26-img-1.jpg,BG,False,True,2
aug_119_BG-21-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_119_BG-21-img-3.jpg,BG,False,True,2
aug_11_BG-64-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_11_BG-64-img-2.jpg,BG,False,True,4
aug_120_BG-1-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_120_BG-1-img-2.jpg,BG,False,True,2
aug_121_BG-49-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_121_BG-49-img-3.jpg,BG,False,True,2
aug_122_BG-47-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_122_BG-47-img-3.jpg,BG,False,True,2
aug_123_BG-35-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_123_BG-35-img-2.jpg,BG,False,True,3
aug_124_BG-63-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_124_BG-63-img-2.jpg,BG,False,True,0
aug_125_BG-56-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_125_BG-56-img-3.jpg,BG,False,True,1
aug_126_BG-40-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_126_BG-40-img-3.jpg,BG,False,True,1
aug_127_BG-71-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_127_BG-71-img-3.jpg,BG,False,True,0
aug_128_BG-51-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_128_BG-51-img-3.jpg,BG,False,True,4
aug_129_BG-53-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_129_BG-53-img-1.jpg,BG,False,True,0
aug_12_BG-52-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_12_BG-52-img-2.jpg,BG,False,True,0
aug_130_BG-38-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_130_BG-38-img-2.jpg,BG,False,True,1
aug_131_BG-50-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_131_BG-50-img-1.jpg,BG,False,True,3
aug_132_BG-6-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_132_BG-6-img-3.jpg,BG,False,True,3
aug_133_BG-7-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_133_BG-7-img-2.jpg,BG,False,True,3
aug_134_BG-8-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_134_BG-8-img-1.jpg,BG,False,True,3
aug_135_BG-69-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_135_BG-69-img-2.jpg,BG,False,True,0
aug_136_BG-44-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_136_BG-44-img-2.jpg,BG,False,True,1
aug_137_BG-16-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_137_BG-16-img-1.jpg,BG,False,True,0
aug_138_BG-1-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_138_BG-1-img-3.jpg,BG,False,True,1
aug_139_BG-10-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_139_BG-10-img-2.jpg,BG,False,True,4
aug_13_BG-55-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_13_BG-55-img-3.jpg,BG,False,True,4
aug_140_BG-66-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_140_BG-66-img-3.jpg,BG,False,True,4
aug_141_BG-63-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\Augmented_shrimp\BG\aug_141_BG-63-img-1.jpg,BG,False,True,4
